customer_id,trans_date,tran_amount
CS1734,3-Jul-14,74
CS1734,1-Aug-14,54
CS1734,7-Sep-14,40
CS1735,21-Jul-11,71
CS1735,15-Aug-11,46
CS1735,31-Mar-12,70
CS1735,31-Oct-12,79
CS1735,31-Oct-12,40
CS1735,8-Jul-13,52
CS1735,21-Aug-13,69
CS1735,15-Oct-13,99
CS1735,5-Nov-13,104
CS1735,30-Mar-14,95
CS1735,23-Apr-14,40
CS1735,30-Apr-14,53
CS1735,22-Jun-14,85
CS1735,3-Mar-15,49
CS1736,22-Aug-11,85
CS1736,27-Aug-11,86
CS1736,19-Sep-11,41
CS1736,11-Nov-11,93
CS1736,30-Jan-12,59
CS1736,17-Feb-12,100
CS1736,8-Mar-12,45
CS1736,14-Apr-12,49
CS1736,25-Apr-12,71
CS1736,21-May-12,89
CS1736,15-Sep-12,42
CS1736,13-Mar-13,97
CS1736,27-Jul-13,69
CS1736,19-Sep-13,70
CS1736,22-Oct-13,93
CS1736,24-Nov-13,60
CS1736,15-Dec-13,57
CS1736,20-Dec-13,38
CS1736,26-Mar-14,44
CS1736,21-Aug-14,81
CS1736,30-Aug-14,85
CS1736,6-Nov-14,99
CS1736,29-Nov-14,47
CS1736,23-Dec-14,53
CS1737,5-Aug-11,95
CS1737,6-Aug-11,59
CS1737,7-Nov-11,42
CS1737,14-Nov-11,45
CS1737,17-Dec-11,56
CS1737,20-Mar-12,65
CS1737,1-Apr-12,93
CS1737,5-May-12,84
CS1737,8-May-12,97
CS1737,1-Oct-12,89
CS1737,5-Oct-12,72
CS1737,13-Nov-12,68
CS1737,6-Mar-13,73
CS1737,18-Apr-13,89
CS1737,13-Jul-13,49
CS1737,17-Aug-13,59
CS1737,18-Nov-13,75
CS1737,19-Nov-13,86
CS1737,15-Feb-14,79
CS1737,14-Jun-14,67
CS1737,30-Sep-14,97
CS1737,29-Nov-14,94
CS1737,16-Dec-14,104
CS1738,22-Sep-11,97
CS1738,16-Nov-11,90
CS1738,9-Dec-11,61
CS1738,17-Dec-11,73
CS1738,7-Mar-12,39
CS1738,15-Mar-12,59
CS1738,23-Mar-12,98
CS1738,23-Apr-12,68
CS1738,4-Jul-12,66
CS1738,10-Feb-13,99
CS1738,15-Feb-13,57
CS1738,8-May-13,58
CS1738,16-May-13,99
CS1738,23-Jul-13,66
CS1738,10-Aug-13,42
CS1738,10-Mar-14,40
CS1738,18-Apr-14,82
CS1738,29-Apr-14,59
CS1738,30-Nov-14,45
CS1738,9-Feb-15,39
CS1739,8-Jul-11,87
CS1739,29-Jan-12,61
CS1739,20-Feb-12,56
CS1739,15-Mar-12,93
CS1739,25-May-12,45
CS1739,30-May-12,72
CS1739,5-Jul-12,87
CS1739,2-Aug-12,95
CS1739,5-Sep-12,35
CS1739,13-Oct-12,37
CS1739,16-Sep-13,87
CS1739,6-Dec-13,76
CS1739,8-Jan-14,95
CS1739,12-Mar-14,74
CS1739,3-Nov-14,87
CS1739,11-Jan-15,53
CS1739,27-Jan-15,59
CS1740,17-May-11,87
CS1740,31-Jul-11,69
CS1740,9-Nov-11,41
CS1740,1-May-12,44
CS1740,8-Jul-12,45
CS1740,15-Jul-12,77
CS1740,3-Aug-12,73
CS1740,14-Sep-12,54
CS1740,8-Oct-12,77
CS1740,10-Feb-13,89
CS1740,25-Apr-13,83
CS1740,23-Sep-13,99
CS1740,3-Nov-13,103
CS1740,30-Nov-13,71
CS1740,11-Jan-14,69
CS1740,18-May-14,64
CS1740,22-Jul-14,100
CS1740,6-Aug-14,74
CS1740,9-Aug-14,101
CS1740,14-Sep-14,83
CS1740,28-Sep-14,102
CS1740,13-Dec-14,58
CS1740,23-Dec-14,81
CS1740,16-Jan-15,78
CS1740,5-Feb-15,80
CS1741,26-May-11,59
CS1741,3-Sep-11,73
CS1741,16-Sep-11,69
CS1741,22-Oct-11,37
CS1741,29-Feb-12,71
CS1741,2-Apr-12,71
CS1741,27-Apr-12,104
CS1741,28-Jul-12,54
CS1741,5-Sep-12,60
CS1741,11-Sep-12,58
CS1741,9-Nov-12,44
CS1741,11-Mar-13,82
CS1741,5-Apr-13,42
CS1741,16-Oct-13,84
CS1741,13-Dec-13,70
CS1741,27-Jan-14,96
CS1741,4-Feb-14,85
CS1741,8-Feb-14,53
CS1741,20-Oct-14,52
CS1742,28-Sep-11,64
CS1742,2-Nov-11,64
CS1742,2-Jul-12,65
CS1742,28-Oct-12,99
CS1742,30-Jan-13,84
CS1742,2-Mar-13,58
CS1742,18-Mar-13,57
CS1742,3-Jun-13,87
CS1742,8-Jul-13,76
CS1742,7-Sep-13,95
CS1742,21-Sep-13,94
CS1742,19-Nov-13,52
CS1742,27-Dec-13,96
CS1742,22-Jan-14,41
CS1742,18-Feb-14,59
CS1742,2-Jul-14,68
CS1742,21-Sep-14,55
CS1742,30-Dec-14,59
CS1742,5-Jan-15,53
CS1743,10-Jun-11,71
CS1743,25-Jul-11,75
CS1743,22-Sep-11,99
CS1743,4-Oct-11,65
CS1743,9-Dec-11,51
CS1743,29-Apr-12,104
CS1743,26-May-12,104
CS1743,15-Aug-12,41
CS1743,15-Nov-12,67
CS1743,15-Nov-12,101
CS1743,26-Jan-13,73
CS1743,4-Jul-13,87
CS1743,12-Apr-14,73
CS1743,4-Jun-14,100
CS1743,29-Jul-14,105
CS1743,14-Sep-14,96
CS1743,29-Sep-14,93
CS1744,5-Oct-11,98
CS1744,21-Oct-11,93
CS1744,28-Nov-11,91
CS1744,31-Oct-12,79
CS1744,23-Nov-12,55
CS1744,5-Jan-13,44
CS1744,19-May-13,91
CS1744,10-Jun-13,97
CS1744,31-Dec-13,80
CS1744,7-Apr-14,102
CS1744,24-Nov-14,39
CS1744,30-Nov-14,105
CS1744,16-Jan-15,41
CS1744,3-Mar-15,51
CS1745,23-May-11,105
CS1745,21-Aug-11,36
CS1745,11-Nov-11,52
CS1745,25-Nov-11,101
CS1745,14-Dec-11,101
CS1745,13-Feb-12,84
CS1745,8-Mar-12,61
CS1745,3-May-12,77
CS1745,30-Jun-12,79
CS1745,14-Aug-12,78
CS1745,26-Jan-13,68
CS1745,2-Feb-13,61
CS1745,30-Mar-13,73
CS1745,17-May-13,89
CS1745,6-Nov-13,53
CS1745,30-Jun-14,60
CS1745,30-Jul-14,53
CS1745,28-Sep-14,84
CS1745,1-Nov-14,91
CS1745,17-Nov-14,54
CS1745,8-Feb-15,75
CS1745,20-Feb-15,80
CS1746,19-May-11,66
CS1746,20-Jun-11,102
CS1746,13-Sep-11,45
CS1746,19-Sep-11,38
CS1746,30-Dec-11,68
CS1746,24-Feb-12,102
CS1746,24-Feb-12,97
CS1746,3-Apr-12,67
CS1746,13-Apr-12,54
CS1746,25-Apr-12,95
CS1746,4-Jun-12,102
CS1746,29-Jul-12,74
CS1746,9-Oct-12,71
CS1746,5-Jan-13,64
CS1746,12-May-13,82
CS1746,21-Jun-13,103
CS1746,21-Jul-13,100
CS1746,24-Aug-13,43
CS1746,27-Sep-13,55
CS1746,25-Oct-13,101
CS1746,9-Dec-13,54
CS1746,25-Feb-14,36
CS1746,30-Mar-14,85
CS1746,28-May-14,65
CS1746,10-Jun-14,52
CS1746,15-Jun-14,57
CS1747,16-May-11,49
CS1747,17-May-11,87
CS1747,25-Jun-11,40
CS1747,24-Aug-11,66
CS1747,4-Dec-11,57
CS1747,2-Apr-12,72
CS1747,6-Dec-12,43
CS1747,15-Jan-13,86
CS1747,7-Mar-13,51
CS1747,23-Jun-13,91
CS1747,21-Aug-13,71
CS1747,3-Dec-13,101
CS1747,26-Mar-14,43
CS1747,10-Jun-14,76
CS1747,9-Nov-14,70
CS1747,13-Dec-14,49
CS1747,12-Mar-15,47
CS1748,16-Nov-11,36
CS1748,10-Feb-12,51
CS1748,31-May-12,105
CS1748,28-Jul-12,64
CS1748,3-Sep-12,42
CS1748,7-Oct-12,38
CS1748,31-Oct-12,50
CS1748,10-Nov-12,102
CS1748,18-Dec-12,82
CS1748,29-Dec-12,70
CS1748,26-Jan-13,105
CS1748,15-May-13,96
CS1748,11-Jun-13,37
CS1748,14-Sep-13,64
CS1748,2-Jan-14,62
CS1748,24-Jan-14,84
CS1748,28-Jan-14,76
CS1748,2-Jun-14,48
CS1748,20-Sep-14,78
CS1748,19-Jan-15,64
CS1748,29-Jan-15,85
CS1748,14-Mar-15,59
CS1749,8-Nov-11,92
CS1749,21-Mar-12,55
CS1749,25-Apr-12,72
CS1749,20-May-12,65
CS1749,26-May-12,78
CS1749,12-Jun-12,73
CS1749,22-Jul-12,35
CS1749,15-Oct-12,52
CS1749,24-Jan-13,78
CS1749,25-Feb-13,64
CS1749,11-Jun-13,85
CS1749,20-Jun-13,92
CS1749,5-Sep-13,90
CS1749,29-Sep-13,63
CS1749,18-Apr-14,59
CS1749,23-Sep-14,76
CS1749,27-Feb-15,45
CS1750,21-May-11,44
CS1750,26-Aug-11,45
CS1750,14-Sep-11,50
CS1750,17-Sep-11,61
CS1750,12-Nov-11,80
CS1750,14-Nov-11,75
CS1750,20-Feb-12,66
CS1750,26-May-12,37
CS1750,1-Sep-12,98
CS1750,18-Sep-12,75
CS1750,30-Nov-12,36
CS1750,12-Jan-13,91
CS1750,23-Jan-13,78
CS1750,24-Feb-13,65
CS1750,24-Feb-13,78
CS1750,4-Aug-13,95
CS1750,29-Nov-13,95
CS1750,17-Dec-13,38
CS1750,4-Jul-14,102
CS1750,18-Nov-14,53
CS1750,25-Dec-14,79
CS1750,4-Mar-15,102
CS1751,23-May-11,70
CS1751,30-Aug-11,77
CS1751,2-Sep-11,55
CS1751,27-Sep-11,36
CS1751,3-Dec-11,66
CS1751,23-Dec-11,42
CS1751,25-Dec-11,91
CS1751,28-Mar-12,68
CS1751,24-Nov-12,70
CS1751,17-Dec-12,74
CS1751,29-Dec-12,62
CS1751,10-Feb-13,82
CS1751,18-Feb-13,44
CS1751,6-May-13,73
CS1751,22-Oct-13,78
CS1751,16-Nov-13,67
CS1751,13-Jan-14,38
CS1751,10-May-14,46
CS1751,3-Aug-14,73
CS1751,27-Oct-14,68
CS1751,8-Dec-14,59
CS1751,8-Jan-15,76
CS1751,26-Jan-15,89
CS1752,5-Aug-11,47
CS1752,7-Aug-11,78
CS1752,15-Aug-11,83
CS1752,6-Nov-11,94
CS1752,23-Dec-11,71
CS1752,31-Dec-11,49
CS1752,27-Jan-12,86
CS1752,28-Jan-12,95
CS1752,21-Feb-12,58
CS1752,4-Apr-12,53
CS1752,4-May-12,103
CS1752,2-Jun-12,99
CS1752,3-Jun-12,67
CS1752,7-Aug-13,54
CS1752,1-Sep-13,84
CS1752,9-Sep-13,91
CS1752,21-Oct-13,58
CS1752,25-May-14,68
CS1752,23-Sep-14,104
CS1752,14-Oct-14,90
CS1752,11-Dec-14,53
CS1752,27-Feb-15,71
CS1753,14-Jul-11,63
CS1753,5-Aug-11,83
CS1753,25-Oct-11,49
CS1753,29-Oct-11,104
CS1753,26-Nov-11,79
CS1753,10-Jan-12,47
CS1753,18-Jul-12,86
CS1753,21-Jul-12,102
CS1753,7-Nov-12,44
CS1753,31-Dec-12,59
CS1753,30-Apr-13,47
CS1753,15-May-13,48
CS1753,28-Aug-13,79
CS1753,3-Sep-13,35
CS1753,12-Sep-13,69
CS1753,7-Feb-14,52
CS1753,12-Feb-14,64
CS1753,20-Dec-14,70
CS1754,20-May-11,86
CS1754,3-Jun-11,72
CS1754,16-Aug-11,80
CS1754,30-Oct-11,104
CS1754,23-Nov-11,38
CS1754,10-Feb-12,38
CS1754,19-Feb-12,39
CS1754,18-Apr-12,74
CS1754,14-May-13,91
CS1754,9-Aug-13,105
CS1754,24-Aug-13,52
CS1754,4-Oct-13,90
CS1754,8-Jan-14,59
CS1754,10-Mar-14,60
CS1754,13-May-14,70
CS1754,7-Oct-14,78
CS1754,28-Dec-14,41
CS1755,19-Jun-11,99
CS1755,1-Aug-11,76
CS1755,20-Nov-11,52
CS1755,1-Jan-12,40
CS1755,18-Feb-12,43
CS1755,27-May-12,101
CS1755,30-Jun-12,80
CS1755,7-Oct-12,105
CS1755,16-Feb-13,45
CS1755,2-Jun-13,59
CS1755,19-Dec-13,94
CS1755,21-Feb-14,38
CS1755,15-Apr-14,46
CS1755,24-Jul-14,81
CS1755,30-Jul-14,105
CS1755,30-Jul-14,51
CS1755,20-Dec-14,49
CS1756,17-May-11,54
CS1756,10-Jul-11,85
CS1756,29-Oct-11,99
CS1756,3-Nov-11,82
CS1756,21-Feb-12,87
CS1756,4-Apr-12,49
CS1756,2-Aug-12,65
CS1756,16-Sep-12,35
CS1756,6-Dec-12,44
CS1756,11-Dec-12,87
CS1756,23-Dec-12,76
CS1756,13-Jan-13,59
CS1756,14-Aug-13,84
CS1756,30-Oct-13,82
CS1756,21-Jan-14,35
CS1756,6-Mar-14,45
CS1756,6-Jun-14,49
CS1756,24-Jul-14,59
CS1757,17-Jun-11,95
CS1757,24-Jul-11,103
CS1757,25-Aug-11,74
CS1757,26-Oct-11,105
CS1757,9-Dec-11,52
CS1757,12-Dec-11,55
CS1757,5-Mar-12,54
CS1757,20-Apr-12,86
CS1757,8-May-12,82
CS1757,11-May-12,57
CS1757,3-Jul-12,94
CS1757,21-Jul-12,75
CS1757,25-Oct-12,85
CS1757,2-Nov-12,38
CS1757,10-Feb-13,87
CS1757,24-Apr-13,41
CS1757,7-May-13,83
CS1757,18-Aug-13,81
CS1757,21-Aug-13,73
CS1757,17-Sep-13,94
CS1757,1-Dec-13,43
CS1757,25-Jan-14,66
CS1757,21-Feb-14,92
CS1757,19-Apr-14,100
CS1757,27-May-14,43
CS1757,10-Jun-14,52
CS1757,10-Jun-14,39
CS1757,21-Jul-14,100
CS1757,6-Aug-14,90
CS1757,14-Dec-14,49
CS1757,26-Dec-14,50
CS1758,4-Jun-11,100
CS1758,26-Aug-11,68
CS1758,29-Dec-11,88
CS1758,7-Feb-12,76
CS1758,18-May-12,99
CS1758,22-Jul-12,78
CS1758,24-Sep-12,64
CS1758,26-Oct-12,66
CS1758,17-Jul-13,43
CS1758,13-Aug-13,36
CS1758,23-Aug-13,44
CS1758,2-Sep-13,54
CS1758,19-Oct-13,71
CS1758,20-Jan-14,95
CS1758,12-May-14,40
CS1758,22-Aug-14,43
CS1758,26-Oct-14,36
CS1758,29-Oct-14,72
CS1758,17-Dec-14,100
CS1758,10-Jan-15,64
CS1759,28-Aug-11,37
CS1759,16-Dec-11,71
CS1759,26-Apr-12,66
CS1759,16-Jul-12,49
CS1759,17-Jul-12,70
CS1759,1-Aug-12,90
CS1759,20-Nov-12,61
CS1759,7-Dec-12,73
CS1759,27-Dec-12,74
CS1759,20-Jan-13,45
CS1759,26-Jan-13,59
CS1759,12-Jun-13,47
CS1759,22-Jun-13,101
CS1759,8-Sep-13,69
CS1759,20-Dec-13,80
CS1759,18-Jan-14,94
CS1759,5-Mar-14,61
CS1759,21-Apr-14,102
CS1759,6-Jun-14,36
CS1759,13-Jun-14,53
CS1759,16-Jun-14,93
CS1759,7-Jul-14,81
CS1759,15-Jul-14,62
CS1759,29-Nov-14,80
CS1760,6-Jun-11,81
CS1760,18-Aug-11,47
CS1760,6-Mar-12,64
CS1760,14-Jun-12,76
CS1760,23-Jun-12,105
CS1760,16-Jul-12,82
CS1760,23-Jul-12,38
CS1760,13-Sep-12,90
CS1760,16-Nov-12,88
CS1760,3-Dec-12,66
CS1760,11-Jan-13,95
CS1760,28-Feb-13,37
CS1760,25-Apr-13,51
CS1760,20-Dec-13,102
CS1760,22-Dec-13,96
CS1760,21-Mar-14,38
CS1760,15-Aug-14,92
CS1760,10-Oct-14,79
CS1760,4-Nov-14,77
CS1760,2-Jan-15,105
CS1760,13-Jan-15,61
CS1761,23-Sep-11,36
CS1761,27-Nov-11,82
CS1761,14-Jan-12,57
CS1761,12-Oct-12,68
CS1761,3-Jan-13,83
CS1761,11-Jan-13,75
CS1761,25-Jan-13,91
CS1761,7-Mar-13,73
CS1761,22-Sep-13,54
CS1761,27-Oct-13,103
CS1761,21-Nov-13,105
CS1761,6-Feb-14,42
CS1761,20-Mar-14,99
CS1761,3-Oct-14,58
CS1761,26-Feb-15,67
CS1761,15-Mar-15,51
CS1762,19-Jun-11,85
CS1762,6-Jul-11,55
CS1762,24-Sep-11,87
CS1762,4-Dec-11,74
CS1762,13-Apr-12,55
CS1762,11-May-12,40
CS1762,2-Aug-12,87
CS1762,5-Sep-12,90
CS1762,17-Jan-13,102
CS1762,6-Jun-13,67
CS1762,11-Aug-13,96
CS1762,26-Sep-14,75
CS1762,31-Oct-14,67
CS1762,14-Dec-14,47
CS1763,25-May-11,58
CS1763,2-Oct-11,89
CS1763,15-Oct-11,102
CS1763,24-Oct-11,65
CS1763,23-Nov-11,74
CS1763,20-Feb-12,81
CS1763,11-Mar-12,54
CS1763,21-Sep-12,51
CS1763,11-Nov-12,99
CS1763,20-Mar-13,93
CS1763,5-Jun-13,87
CS1763,19-Jul-13,89
CS1763,23-Jul-13,62
CS1763,13-Oct-13,103
CS1763,16-Oct-13,42
CS1763,18-Oct-13,68
CS1763,16-Dec-13,36
CS1763,26-Apr-14,55
CS1763,10-Jul-14,104
CS1763,31-Aug-14,76
CS1763,9-Sep-14,63
CS1763,11-Oct-14,37
CS1763,27-Dec-14,45
CS1763,16-Feb-15,56
CS1764,22-May-12,46
CS1764,11-Sep-12,84
CS1764,26-Mar-13,42
CS1764,9-Apr-13,48
CS1764,19-Jun-13,66
CS1764,28-Aug-13,93
CS1764,11-Oct-13,101
CS1764,19-Oct-13,59
CS1764,24-Oct-13,50
CS1764,19-Nov-13,86
CS1764,30-Jan-14,56
CS1764,6-Oct-14,68
CS1764,7-Nov-14,97
CS1764,25-Dec-14,95
CS1764,9-Feb-15,94
CS1765,18-Oct-11,85
CS1765,31-Oct-11,74
CS1765,18-Jun-12,75
CS1765,28-Jun-12,79
CS1765,17-Jul-12,89
CS1765,15-Aug-12,96
CS1765,1-Dec-12,105
CS1765,6-May-13,68
CS1765,15-Jun-13,100
CS1765,6-Nov-13,50
CS1765,7-Dec-13,54
CS1765,24-Mar-14,75
CS1765,4-Sep-14,47
CS1765,22-Dec-14,82
CS1766,23-May-11,56
CS1766,19-Jul-11,49
CS1766,1-Sep-11,40
CS1766,12-Oct-11,43
CS1766,6-Mar-12,85
CS1766,19-May-12,51
CS1766,18-Jul-12,100
CS1766,28-Oct-12,54
CS1766,20-Feb-13,48
CS1766,30-Apr-13,48
CS1766,5-Jun-13,48
CS1766,6-Oct-13,71
CS1766,17-Oct-13,54
CS1766,24-Oct-13,38
CS1766,19-Dec-13,84
CS1766,9-Mar-14,37
CS1766,19-Jun-14,66
CS1766,4-Nov-14,47
CS1766,16-Nov-14,48
CS1767,5-Jun-11,38
CS1767,16-Jun-11,41
CS1767,12-Sep-11,60
CS1767,25-Sep-11,40
CS1767,25-Oct-11,75
CS1767,9-Jan-12,77
CS1767,28-Jan-12,49
CS1767,3-Feb-12,93
CS1767,2-Aug-12,65
CS1767,4-Aug-12,38
CS1767,7-Aug-12,72
CS1767,20-Sep-12,60
CS1767,7-Mar-13,74
CS1767,19-May-13,57
CS1767,13-Jul-13,37
CS1767,23-Jul-13,43
CS1767,19-Aug-13,100
CS1767,22-Oct-13,105
CS1767,28-Oct-13,46
CS1767,5-Mar-14,51
CS1767,27-Jun-14,99
CS1767,3-Aug-14,92
CS1767,21-Nov-14,83
CS1767,24-Nov-14,97
CS1767,8-Dec-14,40
CS1767,12-Feb-15,42
CS1768,24-May-11,88
CS1768,8-Jun-11,41
CS1768,3-Jul-11,102
CS1768,25-Aug-11,42
CS1768,3-Oct-11,57
CS1768,9-Apr-12,73
CS1768,18-Apr-12,97
CS1768,9-Jun-12,42
CS1768,16-Jun-12,50
CS1768,23-Jun-12,68
CS1768,24-Jun-12,67
CS1768,3-Aug-12,86
CS1768,8-Aug-12,71
CS1768,13-Sep-12,42
CS1768,18-Sep-12,99
CS1768,9-Oct-12,95
CS1768,10-Jan-13,71
CS1768,15-Jun-13,42
CS1768,17-Aug-13,69
CS1768,7-Dec-13,104
CS1768,11-May-14,94
CS1768,18-May-14,71
CS1768,10-Nov-14,75
CS1768,3-Dec-14,81
CS1768,11-Dec-14,67
CS1769,20-Jul-11,62
CS1769,20-Aug-11,48
CS1769,25-Oct-12,78
CS1769,12-Nov-12,68
CS1769,8-Jan-13,37
CS1769,4-Mar-13,75
CS1769,6-Apr-13,63
CS1769,23-Jul-13,77
CS1769,25-Jul-13,91
CS1769,21-Aug-13,36
CS1769,25-Aug-13,88
CS1769,19-Oct-13,93
CS1769,20-Nov-13,54
CS1769,18-Feb-14,69
CS1769,16-Apr-14,55
CS1769,6-May-14,53
CS1769,9-Jul-14,86
CS1769,11-Jul-14,93
CS1769,18-Aug-14,76
CS1769,17-Sep-14,54
CS1770,1-Sep-11,75
CS1770,8-Dec-11,40
CS1770,11-Jan-12,86
CS1770,24-Apr-12,85
CS1770,2-Jun-12,70
CS1770,19-Jun-12,75
CS1770,21-Jun-12,72
CS1770,3-Jul-12,42
CS1770,5-Jul-12,55
CS1770,22-Jul-12,89
CS1770,2-Nov-12,83
CS1770,9-Dec-12,74
CS1770,11-Mar-13,77
CS1770,23-Mar-13,47
CS1770,4-May-13,57
CS1770,20-Jun-13,67
CS1770,24-Jul-13,38
CS1770,20-Sep-13,87
CS1770,22-Jun-14,44
CS1770,29-Jun-14,81
CS1770,31-Jul-14,89
CS1770,31-Aug-14,85
CS1770,19-Nov-14,81
CS1770,2-Feb-15,59
CS1770,10-Mar-15,76
CS1771,26-Dec-11,36
CS1771,16-Jan-12,69
CS1771,9-Feb-12,62
CS1771,19-Mar-12,76
CS1771,24-Mar-12,49
CS1771,14-Apr-12,35
CS1771,27-Jun-12,87
CS1771,6-Aug-12,72
CS1771,11-Oct-12,50
CS1771,29-Jun-13,96
CS1771,1-Oct-13,77
CS1771,23-Apr-14,49
CS1771,21-Jul-14,58
CS1771,7-Aug-14,76
CS1771,14-Sep-14,85
CS1771,26-Sep-14,99
CS1771,31-Oct-14,76
CS1771,15-Jan-15,81
CS1771,4-Mar-15,104
CS1772,6-Jun-11,67
CS1772,18-Oct-11,60
CS1772,18-Oct-11,105
CS1772,19-Jan-12,45
CS1772,2-Jun-12,97
CS1772,5-Jan-13,60
CS1772,15-Mar-13,62
CS1772,3-Jun-13,77
CS1772,8-Aug-13,96
CS1772,21-Oct-13,59
CS1772,15-Apr-14,97
CS1772,7-Aug-14,91
CS1772,12-Aug-14,53
CS1772,16-Aug-14,84
CS1772,29-Aug-14,67
CS1772,20-Sep-14,91
CS1772,22-Oct-14,47
CS1772,22-Jan-15,90
CS1773,27-May-11,57
CS1773,1-Aug-11,44
CS1773,6-Sep-11,101
CS1773,9-Sep-11,46
CS1773,1-Jan-12,86
CS1773,15-Mar-12,53
CS1773,30-Apr-12,85
CS1773,21-Jul-12,71
CS1773,12-Sep-12,47
CS1773,28-Nov-12,83
CS1773,11-Jan-13,98
CS1773,21-Jan-13,49
CS1773,24-Mar-13,99
CS1773,5-Jun-13,56
CS1773,5-Jun-13,40
CS1773,5-Mar-14,41
CS1773,29-Mar-14,86
CS1773,1-Apr-14,39
CS1773,14-Jun-14,88
CS1773,5-Aug-14,49
CS1773,5-Sep-14,61
CS1773,20-Dec-14,63
CS1774,13-Jul-11,80
CS1774,19-Jul-11,44
CS1774,29-Aug-11,88
CS1774,21-Nov-11,94
CS1774,14-Dec-11,84
CS1774,7-Jan-12,76
CS1774,10-Jan-12,44
CS1774,20-Feb-12,52
CS1774,6-Mar-12,43
CS1774,3-Apr-12,85
CS1774,24-Jun-12,39
CS1774,29-Jun-12,44
CS1774,15-Aug-12,41
CS1774,2-Sep-12,96
CS1774,14-Dec-12,77
CS1774,13-Jan-13,84
CS1774,10-Mar-13,74
CS1774,18-May-13,95
CS1774,21-Nov-13,105
CS1774,18-May-14,35
CS1774,18-Nov-14,85
CS1774,1-Dec-14,76
CS1774,16-Dec-14,83
CS1774,28-Feb-15,81
CS1774,12-Mar-15,51
CS1775,29-Aug-11,46
CS1775,28-Apr-12,90
CS1775,10-May-12,88
CS1775,22-Nov-12,39
CS1775,2-Jan-13,39
CS1775,29-Jun-13,102
CS1775,12-Jan-14,77
CS1775,21-Jan-14,59
CS1775,24-Feb-14,88
CS1775,1-Jun-14,46
CS1775,30-Jun-14,44
CS1775,1-Oct-14,45
CS1775,22-Jan-15,85
CS1776,17-May-11,90
CS1776,24-Jul-11,39
CS1776,15-Aug-11,98
CS1776,1-Sep-11,84
CS1776,1-Oct-11,55
CS1776,9-Oct-11,56
CS1776,7-Nov-11,50
CS1776,11-Feb-12,102
CS1776,3-Mar-12,85
CS1776,11-Mar-12,52
CS1776,12-May-12,99
CS1776,29-Oct-12,37
CS1776,11-Mar-13,84
CS1776,14-Jun-13,96
CS1776,25-Jun-13,46
CS1776,8-Sep-13,97
CS1776,21-Sep-13,85
CS1776,30-Sep-13,50
CS1776,5-Nov-13,69
CS1776,9-Dec-13,93
CS1776,8-Feb-14,45
CS1776,6-Mar-14,67
CS1776,7-Apr-14,35
CS1776,3-May-14,79
CS1776,17-Jan-15,89
CS1777,23-Dec-11,68
CS1777,5-Apr-12,57
CS1777,14-May-12,69
CS1777,1-Aug-12,88
CS1777,28-Feb-13,85
CS1777,20-Jul-13,75
CS1777,29-Aug-13,76
CS1777,26-Mar-14,73
CS1777,7-Jul-14,101
CS1777,8-Aug-14,71
CS1777,10-Oct-14,40
CS1777,19-Oct-14,84
CS1777,27-Oct-14,75
CS1777,27-Dec-14,82
CS1778,16-May-11,38
CS1778,18-Jan-12,69
CS1778,27-Feb-12,87
CS1778,23-Aug-12,97
CS1778,15-Sep-12,71
CS1778,20-Oct-12,62
CS1778,16-Nov-12,46
CS1778,30-Jan-13,85
CS1778,2-Mar-13,68
CS1778,2-Feb-14,82
CS1778,15-Mar-14,60
CS1778,22-May-14,82
CS1778,6-Jun-14,74
CS1778,3-Jul-14,97
CS1778,15-Jul-14,42
CS1778,25-Aug-14,73
CS1778,3-Sep-14,46
CS1778,6-Jan-15,97
CS1778,13-Feb-15,92
CS1779,10-Jun-11,98
CS1779,17-Jun-11,47
CS1779,26-Nov-11,53
CS1779,27-Jan-12,53
CS1779,13-Apr-12,61
CS1779,1-May-12,53
CS1779,16-Jun-12,95
CS1779,18-Sep-12,39
CS1779,26-May-13,51
CS1779,2-Jul-13,66
CS1779,19-Jul-13,63
CS1779,11-Aug-13,93
CS1779,30-Dec-13,35
CS1779,2-Jan-14,83
CS1779,13-Jan-14,99
CS1779,2-Mar-15,97
CS1780,16-Jun-11,79
CS1780,30-Jun-11,39
CS1780,15-Jan-12,35
CS1780,21-Jan-12,96
CS1780,25-Jan-12,41
CS1780,7-Feb-12,84
CS1780,14-Apr-12,51
CS1780,11-Oct-12,105
CS1780,28-Jan-13,68
CS1780,22-Feb-13,65
CS1780,30-Jul-13,77
CS1780,27-Apr-14,46
CS1780,7-May-14,74
CS1780,23-Jul-14,59
CS1780,30-Sep-14,81
CS1780,28-Dec-14,63
CS1780,3-Feb-15,84
CS1780,5-Mar-15,83
CS1780,7-Mar-15,35
CS1781,20-May-11,82
CS1781,28-Jun-11,71
CS1781,31-Aug-11,61
CS1781,28-Oct-11,67
CS1781,7-Jan-12,93
CS1781,17-Jan-12,97
CS1781,19-Jan-12,46
CS1781,10-Oct-12,92
CS1781,12-Oct-12,105
CS1781,3-Nov-12,76
CS1781,30-Nov-12,73
CS1781,10-Dec-12,86
CS1781,15-Dec-12,85
CS1781,19-Dec-12,96
CS1781,24-Jan-13,58
CS1781,4-Mar-13,89
CS1781,27-Jun-13,38
CS1781,26-Aug-13,57
CS1781,13-Sep-13,54
CS1781,25-Oct-13,55
CS1781,27-Oct-13,97
